id,code,label_en,label_he,description_en,description_he,longText_en,longText_he,x,y,z,xbot-x,xbot-y,xbot-z,corpo-x,corpo-y,corpo-z,sensitivity,imageURL,documentUrl_en,documentUrl_he,status
PUSGS73UVadrYGxuGlJO,LI11,Quchi,,Mid-way through the scapula. Treats shoulder and upper back tension.,"מניעה ומסדירה את המעיים ואת הקיבה
",,"אופי: נקודת אדמה, נקודת ים, נקודת חיזוק
פעולה:
מקררת, מטהרת ומפזרת חום ורוח חמה, חום מלא וחום ב־Yang Ming
מסדירה ומאזנת דם על מנת לטפל במחלות עור
מניעה ומסדירה את המעיים
מסדירה את הקיבה
מסדירה ומחזקת Qi של הריאות
אינדיקציות: מחלות עור, יתר לחץ דם, כאבי גרון, כאבי בטן, שלשולים, גירודי, חום גבוה",,,,0.3003998061545947,1.2079234310637212,-0.10685728131814917,27.0322019931356,17.59999999999964,-8.799999999999986,Medium,https://drive.google.com/file/d/1sAPir-Aq_6ngqbLVgKL5BU8aGLF8Zqvf/view?usp=drive_link,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FPUSGS73UVadrYGxuGlJO%2F1774707189826_LI%2011.pdf?alt=media&token=b818e41e-262f-4dd5-a16d-75f5b923203d,active
Pvlq21KpgMK00WrUiUut,LI5,Yangxi,,"Jing-River point. Treats neck pain, jaw swelling, and wrist issues.","נקודת נהר (Jing-River). מטפלת בכאבי צוואר, נפיחות בלסת ובעיות בפרק כף היד.",,,,,,0.314574751635574,0.9418706081899617,-0.006542282529682572,28.33220199313562,-6.8,0.39999999999999925,,,,,active
QWwxsZM4UXFYbK4OfFrr,ST19,Burong,,"Harmonizes the Stomach and treats reflux, gas, and nausea.","מהרמנת את הקיבה ומטפלת ברפלקס, גזים ובחילה.",,,,,,-0.028895081172764847,1.296244245214438,0.06106130361037106,-3.167798006864517,25.699999999999754,6.599999999999992,,,,,active
QfWStbTFum71eG5G6kRu,ST4,Dicang,,Benefits the mouth and treats Bell's palsy or facial paralysis.,מיטיבה עם הפה ומטפלת בשיתוק פנים (Bell's palsy).,,,,,,-0.024533559486309753,1.6822389144657175,0.033801793070026884,-2.7677980068645165,61.10000000000026,4.1000000000000005,,,,,active
QgdYRrIUFvrHrR37au5M,ST43,Xiangu,,Shu-Stream point. Treats abdominal pain and swelling of the foot.,נקודת פלג (Shu-Stream). מטפלת בכאבי בטן ונפיחות בכף הרגל.,,,,,,-0.09104676520474952,0.023988369275501558,0.055609401502302216,-8.8677980068645,-90.97999999999936,6.099999999999993,,,,,active
QlA7pY0RVclmElv0uDiI,GV14,Dazhui,Dazhui,Great Hammer - Clearing heat and nervous system. Base of neck.,"פטיש גדול - בבסיס הצוואר, מנקה את מערכת העצבים ומערכת החום של הגוף",,,0,1.55,-0.12,0,1.55,-0.12,0,0,0,,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FGV14%2F1772349839818_English%20point%20document.pdf?alt=media&token=bb5aa468-1f5b-42af-982c-f0b6b5e7f92b,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FGV14%2F1772349816118_%D7%93%D7%95%D7%92%D7%9E%D7%AA%20%D7%9E%D7%A1%D7%9E%D7%9A%20%D7%A0%D7%A7%D7%95%D7%93%D7%94%20%D7%91%D7%A2%D7%91%D7%A8%D7%99%D7%AA.pdf?alt=media&token=2403944e-54ae-4fa8-9255-843e6f8f25e3,active
SYENO8q5iOFAPvwwNh1w,ST7,Xiaguan,,Best point for trigeminal neuralgia and jaw tension.,הנקודה הטובה ביותר לנוירלגיה טריגמינלית ומתח בלסת.,,,,,,-0.06487763508601918,1.716040707535745,-0.04034407559970943,-6.467798006864509,64.20000000000029,-2.700000000000003,,,,,active
SkB5hCdLTptgFFWxgAix,ST5,Daying,,Eliminates wind and treats jaw pain and facial swelling.,מסלקת רוח ומטפלת בכאבי לסת ונפיחות בפנים.,,,,,,-0.031075842015992394,1.6506178822389177,0.01635570632420659,-3.367798006864517,58.200000000000216,2.4999999999999996,,,,,active
U7YbfJpxhW2hPPkbA1KR,LU3,Tianfu,,"Clears heat, treats heart pain, and addresses summer-heat digestive issues.","מנקה חום, מטפלת בכאבי לב ומטפלת בבעיות עיכול של חום קיץ.",,,,,,-0.2447904046522918,1.3692997334625614,-0.06215168403198478,-22.967798006864573,32.39999999999985,-4.7,,,,,active
UlZMST5fujyE5bZRzX3S,ST26,Wailing,,Treats abdominal pain and hernia issues.,מטפלת בכאבי בטן ובעיות בקע (הרניה).,,,,,,-0.028895081172764847,1.0632398616648628,0.06433244487521232,-3.167798006864517,4.330909090908847,6.899999999999991,,,,,active
Un4RzTNCW7VoWTTbtVXo,CV13,Shangwan,,"Regulates Heart Qi and treats reflux, nausea, and emotional anxiety.","מווסתת את צ'י הלב ומטפלת ברפלקס, בחילות וחרדה רגשית.",long text,טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד ,,,,0.006191158301163957,1.298425006057668,0.06106130361037111,0.05,25.9,6.6,Low,,,,active
Uq3GjBbV9suMvuyudoRx,ST31,Biguan,,Treats local pain in the thigh and hip.,מטפלת בכאב מקומי בירך ובאגן.,,,,,,-0.13030046038284507,0.8930215653016661,0.03380179307002691,-12.467798006864488,-11.280000000000232,4.100000000000001,,,,,active
VK0uqFvGJTSEnJHrrBYP,ST38,Tiaokou,,Indicated for shoulder pain/stiffness and lower leg weakness/atrophy.,מיועדת לכאבי כתף/נוקשות וחולשה/אטרופיה של הרגל התחתונה.,,,,,,-0.12266779743154871,0.2551490186576075,-0.02834989096195796,-11.76779800686449,-69.78000000000057,-1.6000000000000019,,,,,active
VvaJtqpuSzi6qjXKmuNe,ST1,Chengqi,,"Benefits the eyes, clears wind, and treats eyelid twitching.","מיטיבה עם העיניים, מנקה רוח ומטפלת בקפיצות עפעף.",,,,,,-0.0267143203295373,1.7433002180760873,0.02180760843227543,-2.9677980068645167,66.70000000000014,3,,,,,active
WCNC6gQQNE6oCj7PnXII,ST13,Qihu,,Unbinds the chest and treats local pressure/pain.,משחררת את החזה ומטפלת בלחץ/כאב מקומי.,,,,,,-0.07141991761570171,1.5350375575478565,-0.021807608432275347,-7.067798006864507,47.600000000000065,-1.0000000000000013,,,,,active
WmgPiUT0zvGKMPxzyhqa,CV15,Jiuwei,,Luo-Connecting of Ren. Calms the mind and treats chest pain and anxiety.,נקודת חיבור (Luo) של ערוץ ה-Ren. מרגיעה את הנפש ומטפלת בכאבי חזה וחרדה.,,,,,,0.006191158301163957,1.3529440271383566,0.04426944511751911,0.05,30.9,5.06,,,,,active
Wxu9Wghkof6xfSnGpqyh,ST9,Renying,,"Regulates Qi, benefits the throat, and stabilizes blood pressure.","מווסתת צ'י, מיטיבה עם הגרון ומייצבת לחץ דם.",,,,,,-0.0267143203295373,1.6070026653743665,-0.03598255391325436,-2.9677980068645167,54.20000000000016,-2.3000000000000025,,,,,active
XGqlFtA1sRUim1uodvk7,CV3,Zhongji,,"Treats genito-urinary disorders, cystitis, and damp-heat in the genital area. Front-Mu of Bladder.","מטפל בהפרעות במערכת השתן והמין, דלקת בשלפוחית השתן ולחות-חום באזור הגניטלי. נקודת התראה (Mu) של שלפוחית השתן.",,,,,,0.006191158301163957,0.9843954446329024,0.06651320571843998,0.05,-2.9,7.1,,,,,active
YQxz69bYcdTdCc0aDaA6,CV14,Juque,,"Front-Mu of the Heart. Treats heart pain, palpitations, and mental/emotional issues.","נקודת התראה (Mu) של הלב. מטפלת בכאבי לב, דפיקות לב ובעיות מנטליות/רגשיות.",long text,,,,,0.006191158301163957,1.3256845165980125,0.05397383086988165,0.05,28.4,5.95,Low,,,,active
YhkbEwklBtRcZZABimQo,CV11,Jianli,,"Strengthens the Spleen and Stomach, treats abdominal distension and vomiting.","מחזקת את הטחול והקיבה, מטפלת בנפיחות בבטן ובהקאות.",long text,טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד ,,,,0.006191158301163957,1.2439059849769796,0.05866246668282084,0.05,20.9,6.38,High,,,,active
YlfDSqs2UfUlzqUeSozw,LU7,Lieque,,Clears Heart heat and calms the spirit. Used for insomnia and emotional distress.,מנקה חום מהלב ומרגיעה את הנפש. משמשת לנדודי שינה ומצוקה רגשית.,,,,,,-0.2884056215168432,0.9996607705354916,-0.027259510540344173,-26.96779800686463,-1.5000000000003426,-1.5000000000000004,,,,,active
ZAZxoopVc0RhBj8QV1Lh,LI6,Pianli,,Xi-Cleft point. Benefits the eyes and treats shoulder/arm pain.,נקודת הצטברות (Xi-Cleft). מיטיבה עם העיניים ומטפלת בכאבי כתף וזרוע.,,,,,,0.3113036103707326,1.0127453355948568,-0.05233826023746089,28.032201993135615,-0.3000000000003421,-3.8000000000000025,,,,,active
ZtvQgW4LAuAeNWaKNfxH,ST11,Qishe,,Benefits the throat and unbinds the chest.,מיטיבה עם הגרון ומשחררת את החזה.,,,,,,-0.0267143203295373,1.5350375575478565,-0.02398836927550288,-2.9677980068645167,47.600000000000065,-1.2000000000000015,,,,,active
aRqw2RdMRS0OH1RqmCW6,ST22,Guanmen,,"Treats abdominal pain, distension, and acute digestive issues.","מטפלת בכאבי בטן, נפיחות ובעיות עיכול אקוטיות.",,,,,,-0.028895081172764847,1.1963852236931913,0.059970923188757255,-3.167798006864517,16.541818181817938,6.499999999999992,,,,,active
b6MITKkIoHQXVIy0D0Hd,ST12,Quepen,,"Treats cough, asthma, and local neck/shoulder tension.","מטפלת בשיעול, אסתמה ומתח מקומי בצוואר/כתף.",,,,,,-0.06705839592924667,1.5459413617639945,-0.03489217349164059,-6.667798006864508,48.60000000000008,-2.2000000000000024,,,,,active
bNOGd8hMg48RbCzPE5pL,ST6,Jiache,,Relieves TMJ and jaw pain. Used for dental issues.,משחררת כאבים במפרק הלסת ולסת. משמשת לבעיות שיניים.,,,,,,-0.059425732977950285,1.684419675308945,-0.03925369517809567,-5.967798006864511,61.30000000000026,-2.6000000000000028,,,,,active
bdSUKXe3Kj3A7kbrHsHS,CV22,Tiantu,,"Indicated for cough, asthma, sore throat, and 'plum pit' sensation in the throat.","מיועדת לשיעול, אסתמה, כאב גרון ותחושת 'גרעין שזיף' (תקיעות) בגרון.",,,,,,0.006191158301163957,1.5503028834504486,-0.03380179307002679,0.05,49,-2.1,,,,,active
byZPF4IWFtX1qstHFTVb,LI15,Jianyu,,Treats shoulder/neck stiffness and supports Lung function.,מטפלת בנוקשות בכתף/צוואר ותומכת בתפקוד הריאות.,,,,,,0.22843469832808494,1.5306760358614018,-0.06542282529682608,20.432201993135507,47.20000000000006,-5,,,,,active
cjaI3Pgj1rPUJrIBKQjB,CV7,Yinjiao,,Regulates menstruation and treats abdominal pain and urogenital issues.,מווסתת את המחזור החודשי ומטפלת בכאבי בטן ובעיות אורוגניטליות.,,,,,,0.006191158301163957,1.11960261691301,0.06760358614005375,0.05,9.5,7.2,,,,,active
cystUy237beUO13sRZ5H,ST39,Xiajuxu,,He-Sea point for Small Intestine. Treats lower abdominal pain.,נקודת ים (He-Sea) של המעי הדק. מטפלת בכאבי בטן תחתונה.,,,,,,-0.11830627574509367,0.21698570390112773,-0.03162103222679927,-11.367798006864492,-73.28000000000037,-1.9000000000000021,,,,,active
dBxy4xgBCoPZDmchnjXs,ST28,Shuidao,,Treats lower abdominal pain and urogenital disorders.,מטפלת בכאבי בטן תחתונה והפרעות אורוגניטליות.,,,,,,-0.028895081172764847,0.9966671806506984,0.057790162345529736,-3.167798006864517,-1.7745454545457022,6.299999999999993,,,,,active
eDHvZrD9of1zY96NdFDf,CV23,Lianquan,,Benefits the tongue and throat. Used for difficulty swallowing and speech issues.,מיטיבה עם הלשון והגרון. משמשת לקשיי בליעה ובעיות דיבור.,,,,,,0.005864044174679839,1.6266295129634125,-0.013084565059365158,0.02,56,-0.2,,,,,active
epI1zPxSmISkw1EQqFZZ,LI7,Wenliu,,Luo-Connecting point. Calms the spirit and treats neck/arm pain.,נקודת חיבור (Luo). מרגיעה את הנפש ומטפלת בכאבי צוואר וזרוע.,,,,,,0.309122849527505,1.063993215410704,-0.0806881511994188,27.832201993135612,4.399999999999659,-6.399999999999994,,,,,active
feq5oCzW1N6awB7bwsYk,LU1,Zhongfu,,"Treats chest congestion, chronic cough, and breast disorders.","מטפלת בגודש בחזה, שיעול כרוני והפרעות בשד.",,,,,,-0.13902350375575517,1.517591470802036,-0.022897988853889092,-13.267798006864483,46.00000000000004,-1.0999999999999999,,,,,active
ftNlM9KKTRdU0MdTs0DX,ST29,Guilai,,Benefits the uterus and treats menstrual pain.,מיטיבה עם הרחם ומטפלת בכאבי מחזור.,,,,,,-0.028895081172764847,0.9633808401436162,0.05124787981584715,-3.167798006864517,-4.827272727272973,5.699999999999995,,,,,active
gGuG6EM6iNqSI9Kn0YqZ,LI20,Yingxiang,,Treats nasal obstruction and sinus issues.,מטפלת בחסימה אפית ובעיות סינוסים.,,,,,,0.02671432032953741,1.7018657620547657,0.03598255391325443,1.9322019931354855,62.90000000000028,4.3,,,,,active
gozlWyPjpfDC9JuwfNkP,LU6,Kong zui,,"Highly effective for nausea, motion sickness, anxiety, and insomnia. Luo-Connecting point.","יעילה מאוד לבחילות, מחלת נסיעה, חרדה ונדודי שינה. נקודת חיבור (Luo).",,"אופי: נקודת הצטברות.
פעולה:
מווסתת את הריאות
פותחת את החיצוניות ומגבירה הזעה (ומחזקת את אנרגיית העור)
מקררת חום ומפסיקה אש מהריאות
מסדירה Qi מורד, גורמת לרדת מרידיאן ציפצופים בנשימה
מפסיקה שיעול דמי
פותחת את המרידיאן ומשחררת חסימות אנרגיה לזרוע ולגרון
מרגיעה כאב
אינדיקציות: שיעול דמי,  אסטמה אקוטית
",-0.27532105645747773,1.0977950084807306,-0.040344075599709414,-0.27532105645747773,1.0977950084807306,-0.040344075599709414,-25.767798006864613,7.499999999999648,-2.7000000000000015,Medium,https://drive.google.com/file/d/1_bl0ewfCj4_QQhJH8bVlFrCNfo49FFmQ/view?usp=sharing,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FgozlWyPjpfDC9JuwfNkP%2F1774681641403_LU%206.pdf?alt=media&token=5596f362-5ab6-429d-96c1-575830a201b5,active
gy75d1N14PtRIs68zpeG,ST17,Ruzhong,,Located at the nipple (not for needling). Treats breast issues.,ממוקמת בפטמה (לא לדיקור). מטפלת בבעיות שד.,,,,,,-0.12593893869639,1.3780227768354718,0.04361521686455082,-12.06779800686449,33.19999999999986,4.999999999999997,,,,,active
hFWzvCjZLqgeDR60BY9Z,CV4,Guanyuan,,"Nourishes Kidney Qi, tonifies original Qi, and treats reproductive/urinary issues. Front-Mu of Small Intestine.","מזין את הצ'י של הכליות, מחזק צ'י מקורי ומטפל בבעיות רבייה ושתן. נקודת התראה (Mu) של המעי הדק.",,,,,,0.006191158301163957,1.0181972377029294,0.06727647201356961,0.05,0.20000000000000018,7.17,,,,,active
hhvmjBN52Dhl8d7TA7VP,LV3,Taichong,Taichong,Great Surge: Detox and liver qi. On the foot.,איןלי מושג מה המשמעות. כנראה צריך לדקור ברגל,,,0.08,0.04,0.18,0.08,0.04,0.18,0,0,0,,,,,active
id3aFTETF9WkM5qxeh4D,ST24,Huaroumen,,Harmonizes the Stomach and treats abdominal pain.,מהרמנת את הקיבה ומטפלת בכאבי בטן.,,,,,,-0.028895081172764847,1.129812542679027,0.06651320571843987,-3.167798006864517,10.43636363636339,7.09999999999999,,,,,active
jYOM1xeSgq5gDCH0Azea,LU5,Chize,,"Transforms phlegm, treats nausea, and regulates emotional mania/anxiety.","מתמרת ליחה, מטפלת בבחילות ומווסתת מאניה/חרדה רגשית.",,,,,,-0.2578749697116572,1.1872062030530595,-0.06106130361037102,-24.16779800686459,15.69999999999962,-4.6000000000000005,,,,,active
kz6x9GxzH4IlhzFr5BNX,CV10,Xiawan,,"Aids digestion and treats stomach pain, gas, and indigestion.","מסייעת לעיכול ומטפלת בכאבי בטן, גזים וקשיים בעיכול.",llklkll,טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד ,,,,0.006191158301163957,1.2166464744366354,0.05866246668282084,0.05,18.4,6.38,High,https://drive.google.com/file/d/1vNj3JvenpaWHU4pRVaZOQjq_YYA4_bB0/view?usp=drive_link,,,active
lBO4UxoWZ1kMrjC45qym,CV16,Zhongting,,Unbinds the chest and treats local pain and cough.,משחררת את החזה ומטפלת בכאב מקומי ושיעול.,,,,,,0.006191158301163957,1.3802035376787007,0.04252483644293707,0.05,33.4,4.9,,,,,active
lMEDOYsEMl2MMuhpnsbU,ST37,Shangjuxu,,He-Sea point for Large Intestine. Treats diarrhea and abdominal pain.,נקודת ים (He-Sea) של המעי הגס. מטפלת בשלשול וכאבי בטן.,,,,,,-0.13030046038284507,0.3216622243760439,-0.018536467167434026,-12.467798006864488,-63.68000000000089,-0.7000000000000015,,,,,active
lWtjP7vqTloEYtbc6Bdh,ST18,Rugen,,Beneficial for breast disorders and unbinding the chest.,מיטיבה עם הפרעות בשד ומשחררת את החזה.,,,,,,-0.12593893869639,1.3453113641870582,0.013084565059365269,-12.06779800686449,30.199999999999818,2.1999999999999993,,,,,active
lhDFLC1yWmKf1Y48n28d,CV8,Shenque,,"Located at the umbilicus. Rescues Yang, treats extreme fatigue and chronic digestive issues.","ממוקמת בטבור. מצילה את היאנג, מטפלת בעייפות קיצונית ובעיות עיכול כרוניות.",,,,,,0.006191158301163957,1.1544947904046505,0.0556094015023023,0.05,12.7,6.1,,,,,active
lhnmkPp6fIoT9blFncLi,LI17,Tianding,,"Benefits the ears and jaw, treats local swelling/pain.","מיטיבה עם האוזניים והלסת, מטפלת בנפיחות/כאב מקומי.",,,,,,0.0659680155076331,1.6059122849527527,-0.054519021080688436,5.532201993135482,54.10000000000016,-4.0000000000000036,,,,,active
mUUROH6wPWK7hinpOCFk,DU14,Dazhui,Dazhui,,בסיס העורף - נקודת מפגש לחיזוק המערכת החיסונית והמטבוליזם.,,,,,,0,0,0,0,0,0,Low,"https://www.meandqi.com/knowledge-base/acupuncture/governing-vessel/dazhui-du-14/#:~:text=How%20to%20Locate,in%20the%20depression%20below%20C7.",,,active
mVR8FboYMpAtYFaSrBzz,ST10,Shuitu,,Benefits the throat and stops cough.,מיטיבה עם הגרון ומפסיקה שיעול.,,,,,,-0.019081657378240913,1.5764720135691805,-0.03489217349164059,-2.267798006864516,51.40000000000012,-2.2000000000000024,,,,,active
mp7PwNXPrgJCwzM5MdkW,ST8,Touwei,,Clears headaches (especially frontal) and relieves dizziness.,מנקה כאבי ראש (במיוחד פרונטליים) ומקלה על סחרחורת.,,,,,,-0.06269687424279163,1.8,-0.04034407559970943,-6.26779800686451,71.89999999999985,-2.700000000000003,,,,,active
myGeRaMtD8vX0P2E3g8t,LI8,Xialian,,He-Sea point. Clears heat and treats swelling of the neck and check.,נקודת ים (He-Sea). מנקה חום ומטפלת בנפיחות בצוואר ובלחי.,,,,,,0.3080324691058912,1.1217833777562336,-0.09922461836685281,27.73220199313561,9.69999999999964,-8.099999999999989,,,,,active
nVerAfC1kyvGaT83XWIx,CV17,Danzhong,,"Treats asthma, chest pain, palpitations, and anxiety. Influential point of Qi.","מטפלת באסתמה, כאבי חזה, דפיקות לב וחרדה. נקודת השפעה על הצ'י.",,,,,,0.006191158301163957,1.4085534286406587,0.040344075599709525,0.05,36,4.7,,,,,active
oUNvpfOUVwMxDS1W7IQr,CV6,Qihai,,"Known as 'Sea of Qi'. Tonifies Qi and Yang, treats fatigue, and regulates lower jiao.","מחזור לא סדיר, הפרשה וגינלית, שלשול, עצירות, בצקות, אסטמה, כאב במחזור, בעיות במתן שתן, אימפוטנציה, אבד זרע, עקרות.",,"אופי:
נקודת השפעה וחיזוק מיוחדת של ה־Qi (""ים ה־Qi"") /
 נקודת חיזוק לאנרגיית ה־Yin של הגוף.
פעולה:
מחזקת, מיטיבה, מסדירה ומניעה Qi.
 מחזקת ומזינה את ה־Jing וה־Yuan Qi.
 מחזקת ומזינה את הכליות, במיוחד ה־Yang של הכליות.
 מסדירה את ה־Qi של ה־Chong Mo ומסדירה את הדם.
 מורידה אש של הכבד וכעס מהרה.
 מטהרת חום פתוגני מהדם ומפסיקה דימום.
 מחממת את המחמם התחתון והאמצעי (מוקסה) ומפזרת קור בבטן.
 מחממת ידיים ורגליים.
 מחזקת את עמוד השדרה.
 מניעה Qi ודם במחמם התחתון.
היבטים מערביים:
מחזור לא סדיר, הפרשה וגינלית, שלשול, עצירות, בצקות,
 אסטמה, כאב במחזור, בעיות במתן שתן, אימפוטנציה, אבד זרע, עקרות.
",,,,0.006191158301163957,1.085800823842983,0.06869396656166753,0.05,6.4,7.3,Medium,https://drive.google.com/file/d/17XwOVyniV3ehq1SLWoHcK39p3wcQBczu/view?usp=sharing,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FoUNvpfOUVwMxDS1W7IQr%2F1774546641207_CV%206%20.pdf?alt=media&token=cdf43c6f-0508-40b0-95d6-3df2e08af2f8,active
ohdvJlZACLiK5Sf6aOEj,LI3,Sanjian,,"Shu-Stream point. Key for neck and back pain, and spinal well-being.",נקודת פלג (Shu-Stream). נקודת מפתח לכאבי צוואר וגב ולבריאות עמוד השדרה.,,,,,,0.3276593166949394,0.8829900654228185,0.008723043372910202,29.532201993135637,-12.200000000000315,1.7999999999999998,,,,,active
oi5m2eo1CBo2mKxe4u9Y,ST27,Daju,,Benefits the Kidneys and treats abdominal pain and urogenital issues.,מיטיבה עם הכליות ומטפלת בכאבי בטן ובעיות אורוגניטליות.,,,,,,-0.028895081172764847,1.0299535211577806,0.06106130361037106,-3.167798006864517,1.2781818181815723,6.599999999999992,,,,,active
pZnFLA5D3GnJDvYQTxfX,ST36,Zusanli,,"Major point for digestion, immunity, and longevity. Regulates Qi and Blood. Command point of abdomen.","נקודה מרכזית לעיכול, חיסון ואריכות ימים. מווסתת צ'י ודם. נקודת פיקוד על הבטן.",,"פעולות:
מסדירה ומחזקת את הטחול כדי לייצר דם ולהיפטר מעודפי נוזלים, לחות או מזון תקוע.
 מאזנת ומניעה את אנרגיית הקיבה (מפזרת אש של הקיבה).
 מחזקת את אנרגיית הטחול והקיבה.
 מחזקת את האנרגיה הכללית (במיוחד Yin והדם).
 מפיצה את אנרגית הכבד ומטיבה עם כיס המרה.
 מרגיעה את הנפש.
 מחזקת ומסדירה Qi ודם.
 מפזרת חום של ששת אברי ה-Yang ומורידה חום גבוה.
 מפזרת לחות ורוח מארבעת הגפיים.
 מחזקת את זרימת האנרגיה של איברים שנפגעו.
 מוציאה Qi ודם, לחות וחום.
 מחזקת Yang של הכליות.
 מחזקת Yang של הלב.
 מפזרת חסימות בחלק העליון של הגוף.
אינדיקציות:
בעיות עיכול (נשימה, אכילה, לחץ דם גבוה, שלשול, עצירות).
 איזון והסדרת המטבוליזם האמצעי.",0.14,0.48,0.12,-0.13030046038284507,0.43615216864549133,-0.011994184637751412,-12.467798006864488,-53.18000000000074,-0.10000000000000153,Medium,https://drive.google.com/file/d/1saheXjxEd5_280qcjyv8iJegIo_Lcg_c/view?usp=sharing,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FpZnFLA5D3GnJDvYQTxfX%2F1774541320912_ST%2036%20%E2%80%93%20ZuSanLi.pdf?alt=media&token=810a7f4d-0606-4726-85d3-950ce3294f5d,active
sYV0DyAKHWdGWT1joXi8,BL 52,ZhiShi ,ZhiShi ,"מחזקת כליות, Jing ורצון, מסדירה שתן, מחזקת גב תחתון. מחזקת את כוח הרצון והחיוניות העמוקה ",,"אופי: הנקודה המקבילה לנקודת השפעה על הכליות
פעולה:
מרגיעה ומשפיעה על האנרגיה הרוחנית של הכליות.
מחזקת את Yin הכליות ומעוררת Jing.
מגבירה מתן שתן ומפזרת לחות.
מחזקת גב תחתון ומשפיעה על איברי המין.
מעודדת זרימה במעברי המים.
מחזקת את כח הרצון.
אינדיקציות: קרי לילה, אימפוטנציה, קושי במתן שתן, בצקת, נוקשות וכאב בגב, חולשה ושיתוק בגפיים תחתונות.
",,,,,0,0,0,0,0,0,Low,https://drive.google.com/file/d/185LMMCJJcXZtHeGHNRBTvIwwRUDZqoiO/view?usp=drive_link,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FsYV0DyAKHWdGWT1joXi8%2F1774720006122_BL52%20(1).pdf?alt=media&token=37bf11bd-3a69-446b-91a6-7e13e3f1ef36,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FsYV0DyAKHWdGWT1joXi8%2F1774717788843_BL%2052%20.pdf?alt=media&token=533bd755-c9c4-4ce5-bdb5-135b0243ecb7,active
t1sdrDW1gi2f4g12URQd,GB20,,FengChi,,"כאבי ראש, סחרחורת, נוקשות וכאב בצוואר, עיניים אדומות וכואבות, גודש באף, מחלות חום, הצטננות, אפילפסיה.",,"אופי:  נקודת מפגש עם ה-TW, Yang Qiao Mo, Yang Wei Mo.
פעולה
מפיצה רוח קרה או חמה פנימית או חיצונית – נקודה עיקרית לביטול רוח פנימית וחיצונית בראש.
מטהרת חום ומרגיעה ומווסתת את ה-Yang של ה-Yang.
משקיטה את הכבד ומווסתת את הכבד.
מקטינה לחץ דם, מנקה אש של כיס המרה.
מטיבה עם העיניים והשמיעה, באף ופה.
מפחיתה כאב ומתח בצוואר, בכתפיים ובגב.
מעוררת את המוח ומאירה את המחשבה, להקלה על המחשבה.
בונה ומווסתת את ה-Qi ודם.
היבטים מערביים
כאבי ראש, סחרחורת, נוקשות וכאב בצוואר, עיניים אדומות וכואבות, גודש באף, מחלות חום, הצטננות, אפילפסיה.
",,,,0,0,0,0,0,0,Medium,https://drive.google.com/file/d/1S99bOcNvSY4dZtqKVttykdlw6has7HQo/view?usp=drive_link,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2Ft1sdrDW1gi2f4g12URQd%2F1774687664372_GB%2020.pdf?alt=media&token=62f2d589-2a12-49f9-96cb-23ab9ce19a32,active
