id,code,label_en,label_he,description_en,description_he,longText_en,longText_he,x,y,z,sensitivity,imageURL,documentUrl_en,documentUrl_he,status
VvaJtqpuSzi6qjXKmuNe,ST1,Chengqi,,"Benefits the eyes, clears wind, and treats eyelid twitching.","מיטיבה עם העיניים, מנקה רוח ומטפלת בקפיצות עפעף.",,,,,,,,,,active
WCNC6gQQNE6oCj7PnXII,ST13,Qihu,,Unbinds the chest and treats local pressure/pain.,משחררת את החזה ומטפלת בלחץ/כאב מקומי.,,,,,,,,,,active
WmgPiUT0zvGKMPxzyhqa,CV15,Jiuwei,,Luo-Connecting of Ren. Calms the mind and treats chest pain and anxiety.,נקודת חיבור (Luo) של ערוץ ה-Ren. מרגיעה את הנפש ומטפלת בכאבי חזה וחרדה.,,,,,,,,,,active
Wxu9Wghkof6xfSnGpqyh,ST9,Renying,,"Regulates Qi, benefits the throat, and stabilizes blood pressure.","מווסתת צ'י, מיטיבה עם הגרון ומייצבת לחץ דם.",,,,,,,,,,active
XGqlFtA1sRUim1uodvk7,CV3,Zhongji,,"Treats genito-urinary disorders, cystitis, and damp-heat in the genital area. Front-Mu of Bladder.","מטפל בהפרעות במערכת השתן והמין, דלקת בשלפוחית השתן ולחות-חום באזור הגניטלי. נקודת התראה (Mu) של שלפוחית השתן.",,,,,,,,,,active
YQxz69bYcdTdCc0aDaA6,CV14,Juque,,"Front-Mu of the Heart. Treats heart pain, palpitations, and mental/emotional issues.","נקודת התראה (Mu) של הלב. מטפלת בכאבי לב, דפיקות לב ובעיות מנטליות/רגשיות.",long text,,,,,Low,,,,active
YhkbEwklBtRcZZABimQo,CV11,Jianli,,"Strengthens the Spleen and Stomach, treats abdominal distension and vomiting.","מחזקת את הטחול והקיבה, מטפלת בנפיחות בבטן ובהקאות.",long text,טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד ,,,,High,,,,active
YlfDSqs2UfUlzqUeSozw,LU7,Lieque,,Clears Heart heat and calms the spirit. Used for insomnia and emotional distress.,מנקה חום מהלב ומרגיעה את הנפש. משמשת לנדודי שינה ומצוקה רגשית.,,,,,,,,,,active
ZAZxoopVc0RhBj8QV1Lh,LI6,Pianli,,Xi-Cleft point. Benefits the eyes and treats shoulder/arm pain.,נקודת הצטברות (Xi-Cleft). מיטיבה עם העיניים ומטפלת בכאבי כתף וזרוע.,,,,,,,,,,active
ZtvQgW4LAuAeNWaKNfxH,ST11,Qishe,,Benefits the throat and unbinds the chest.,מיטיבה עם הגרון ומשחררת את החזה.,,,,,,,,,,active
aRqw2RdMRS0OH1RqmCW6,ST22,Guanmen,,"Treats abdominal pain, distension, and acute digestive issues.","מטפלת בכאבי בטן, נפיחות ובעיות עיכול אקוטיות.",,,,,,,,,,active
b6MITKkIoHQXVIy0D0Hd,ST12,Quepen,,"Treats cough, asthma, and local neck/shoulder tension.","מטפלת בשיעול, אסתמה ומתח מקומי בצוואר/כתף.",,,,,,,,,,active
bNOGd8hMg48RbCzPE5pL,ST6,Jiache,,Relieves TMJ and jaw pain. Used for dental issues.,משחררת כאבים במפרק הלסת ולסת. משמשת לבעיות שיניים.,,,,,,,,,,active
bdSUKXe3Kj3A7kbrHsHS,CV22,Tiantu,,"Indicated for cough, asthma, sore throat, and 'plum pit' sensation in the throat.","מיועדת לשיעול, אסתמה, כאב גרון ותחושת 'גרעין שזיף' (תקיעות) בגרון.",,,,,,,,,,active
byZPF4IWFtX1qstHFTVb,LI15,Jianyu,,Treats shoulder/neck stiffness and supports Lung function.,מטפלת בנוקשות בכתף/צוואר ותומכת בתפקוד הריאות.,,,,,,,,,,active
cjaI3Pgj1rPUJrIBKQjB,CV7,Yinjiao,,Regulates menstruation and treats abdominal pain and urogenital issues.,מווסתת את המחזור החודשי ומטפלת בכאבי בטן ובעיות אורוגניטליות.,,,,,,,,,,active
cystUy237beUO13sRZ5H,ST39,Xiajuxu,,He-Sea point for Small Intestine. Treats lower abdominal pain.,נקודת ים (He-Sea) של המעי הדק. מטפלת בכאבי בטן תחתונה.,,,,,,,,,,active
dBxy4xgBCoPZDmchnjXs,ST28,Shuidao,,Treats lower abdominal pain and urogenital disorders.,מטפלת בכאבי בטן תחתונה והפרעות אורוגניטליות.,,,,,,,,,,active
eDHvZrD9of1zY96NdFDf,CV23,Lianquan,,Benefits the tongue and throat. Used for difficulty swallowing and speech issues.,מיטיבה עם הלשון והגרון. משמשת לקשיי בליעה ובעיות דיבור.,,,,,,,,,,active
epI1zPxSmISkw1EQqFZZ,LI7,Wenliu,,Luo-Connecting point. Calms the spirit and treats neck/arm pain.,נקודת חיבור (Luo). מרגיעה את הנפש ומטפלת בכאבי צוואר וזרוע.,,,,,,,,,,active
feq5oCzW1N6awB7bwsYk,LU1,Zhongfu,,"Treats chest congestion, chronic cough, and breast disorders.","מטפלת בגודש בחזה, שיעול כרוני והפרעות בשד.",,,,,,,,,,active
ftNlM9KKTRdU0MdTs0DX,ST29,Guilai,,Benefits the uterus and treats menstrual pain.,מיטיבה עם הרחם ומטפלת בכאבי מחזור.,,,,,,,,,,active
gGuG6EM6iNqSI9Kn0YqZ,LI20,Yingxiang,,Treats nasal obstruction and sinus issues.,מטפלת בחסימה אפית ובעיות סינוסים.,,,,,,,,,,active
gozlWyPjpfDC9JuwfNkP,LU6,Kong zui,,"Highly effective for nausea, motion sickness, anxiety, and insomnia. Luo-Connecting point.","יעילה מאוד לבחילות, מחלת נסיעה, חרדה ונדודי שינה. נקודת חיבור (Luo).",,"אופי: נקודת הצטברות.
פעולה:
מווסתת את הריאות
פותחת את החיצוניות ומגבירה הזעה (ומחזקת את אנרגיית העור)
מקררת חום ומפסיקה אש מהריאות
מסדירה Qi מורד, גורמת לרדת מרידיאן ציפצופים בנשימה
מפסיקה שיעול דמי
פותחת את המרידיאן ומשחררת חסימות אנרגיה לזרוע ולגרון
מרגיעה כאב
אינדיקציות: שיעול דמי,  אסטמה אקוטית
",-0.27532105645747773,1.0977950084807306,-0.040344075599709414,Medium,https://drive.google.com/file/d/1_bl0ewfCj4_QQhJH8bVlFrCNfo49FFmQ/view?usp=sharing,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FgozlWyPjpfDC9JuwfNkP%2F1774681641403_LU%206.pdf?alt=media&token=5596f362-5ab6-429d-96c1-575830a201b5,active
gy75d1N14PtRIs68zpeG,ST17,Ruzhong,,Located at the nipple (not for needling). Treats breast issues.,ממוקמת בפטמה (לא לדיקור). מטפלת בבעיות שד.,,,,,,,,,,active
hFWzvCjZLqgeDR60BY9Z,CV4,Guanyuan,,"Nourishes Kidney Qi, tonifies original Qi, and treats reproductive/urinary issues. Front-Mu of Small Intestine.","מזין את הצ'י של הכליות, מחזק צ'י מקורי ומטפל בבעיות רבייה ושתן. נקודת התראה (Mu) של המעי הדק.",,,,,,,,,,active
hhvmjBN52Dhl8d7TA7VP,LV3,Taichong,Taichong,Great Surge: Detox and liver qi. On the foot.,איןלי מושג מה המשמעות. כנראה צריך לדקור ברגל,,,0.08,0.04,0.18,,,,,active
id3aFTETF9WkM5qxeh4D,ST24,Huaroumen,,Harmonizes the Stomach and treats abdominal pain.,מהרמנת את הקיבה ומטפלת בכאבי בטן.,,,,,,,,,,active
jYOM1xeSgq5gDCH0Azea,LU5,Chize,,"Transforms phlegm, treats nausea, and regulates emotional mania/anxiety.","מתמרת ליחה, מטפלת בבחילות ומווסתת מאניה/חרדה רגשית.",,,,,,,,,,active
kz6x9GxzH4IlhzFr5BNX,CV10,Xiawan,,"Aids digestion and treats stomach pain, gas, and indigestion.","מסייעת לעיכול ומטפלת בכאבי בטן, גזים וקשיים בעיכול.",llklkll,טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד טקסט ארוך מאד ,,,,High,https://drive.google.com/file/d/1vNj3JvenpaWHU4pRVaZOQjq_YYA4_bB0/view?usp=drive_link,,,active
lBO4UxoWZ1kMrjC45qym,CV16,Zhongting,,Unbinds the chest and treats local pain and cough.,משחררת את החזה ומטפלת בכאב מקומי ושיעול.,,,,,,,,,,active
lMEDOYsEMl2MMuhpnsbU,ST37,Shangjuxu,,He-Sea point for Large Intestine. Treats diarrhea and abdominal pain.,נקודת ים (He-Sea) של המעי הגס. מטפלת בשלשול וכאבי בטן.,,,,,,,,,,active
lWtjP7vqTloEYtbc6Bdh,ST18,Rugen,,Beneficial for breast disorders and unbinding the chest.,מיטיבה עם הפרעות בשד ומשחררת את החזה.,,,,,,,,,,active
lhDFLC1yWmKf1Y48n28d,CV8,Shenque,,"Located at the umbilicus. Rescues Yang, treats extreme fatigue and chronic digestive issues.","ממוקמת בטבור. מצילה את היאנג, מטפלת בעייפות קיצונית ובעיות עיכול כרוניות.",,,,,,,,,,active
lhnmkPp6fIoT9blFncLi,LI17,Tianding,,"Benefits the ears and jaw, treats local swelling/pain.","מיטיבה עם האוזניים והלסת, מטפלת בנפיחות/כאב מקומי.",,,,,,,,,,active
mUUROH6wPWK7hinpOCFk,DU14,Dazhui,Dazhui,,בסיס העורף - נקודת מפגש לחיזוק המערכת החיסונית והמטבוליזם.,,,,,,Low,"https://www.meandqi.com/knowledge-base/acupuncture/governing-vessel/dazhui-du-14/#:~:text=How%20to%20Locate,in%20the%20depression%20below%20C7.",,,active
mVR8FboYMpAtYFaSrBzz,ST10,Shuitu,,Benefits the throat and stops cough.,מיטיבה עם הגרון ומפסיקה שיעול.,,,,,,,,,,active
mp7PwNXPrgJCwzM5MdkW,ST8,Touwei,,Clears headaches (especially frontal) and relieves dizziness.,מנקה כאבי ראש (במיוחד פרונטליים) ומקלה על סחרחורת.,,,,,,,,,,active
myGeRaMtD8vX0P2E3g8t,LI8,Xialian,,He-Sea point. Clears heat and treats swelling of the neck and check.,נקודת ים (He-Sea). מנקה חום ומטפלת בנפיחות בצוואר ובלחי.,,,,,,,,,,active
nVerAfC1kyvGaT83XWIx,CV17,Danzhong,,"Treats asthma, chest pain, palpitations, and anxiety. Influential point of Qi.","מטפלת באסתמה, כאבי חזה, דפיקות לב וחרדה. נקודת השפעה על הצ'י.",,,,,,,,,,active
oUNvpfOUVwMxDS1W7IQr,CV6,Qihai,,"Known as 'Sea of Qi'. Tonifies Qi and Yang, treats fatigue, and regulates lower jiao.","מחזור לא סדיר, הפרשה וגינלית, שלשול, עצירות, בצקות, אסטמה, כאב במחזור, בעיות במתן שתן, אימפוטנציה, אבד זרע, עקרות.",,"אופי:
נקודת השפעה וחיזוק מיוחדת של ה־Qi (""ים ה־Qi"") /
 נקודת חיזוק לאנרגיית ה־Yin של הגוף.
פעולה:
מחזקת, מיטיבה, מסדירה ומניעה Qi.
 מחזקת ומזינה את ה־Jing וה־Yuan Qi.
 מחזקת ומזינה את הכליות, במיוחד ה־Yang של הכליות.
 מסדירה את ה־Qi של ה־Chong Mo ומסדירה את הדם.
 מורידה אש של הכבד וכעס מהרה.
 מטהרת חום פתוגני מהדם ומפסיקה דימום.
 מחממת את המחמם התחתון והאמצעי (מוקסה) ומפזרת קור בבטן.
 מחממת ידיים ורגליים.
 מחזקת את עמוד השדרה.
 מניעה Qi ודם במחמם התחתון.
היבטים מערביים:
מחזור לא סדיר, הפרשה וגינלית, שלשול, עצירות, בצקות,
 אסטמה, כאב במחזור, בעיות במתן שתן, אימפוטנציה, אבד זרע, עקרות.
",,,,Medium,https://drive.google.com/file/d/17XwOVyniV3ehq1SLWoHcK39p3wcQBczu/view?usp=sharing,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FoUNvpfOUVwMxDS1W7IQr%2F1774546641207_CV%206%20.pdf?alt=media&token=cdf43c6f-0508-40b0-95d6-3df2e08af2f8,active
ohdvJlZACLiK5Sf6aOEj,LI3,Sanjian,,"Shu-Stream point. Key for neck and back pain, and spinal well-being.",נקודת פלג (Shu-Stream). נקודת מפתח לכאבי צוואר וגב ולבריאות עמוד השדרה.,,,,,,,,,,active
oi5m2eo1CBo2mKxe4u9Y,ST27,Daju,,Benefits the Kidneys and treats abdominal pain and urogenital issues.,מיטיבה עם הכליות ומטפלת בכאבי בטן ובעיות אורוגניטליות.,,,,,,,,,,active
pZnFLA5D3GnJDvYQTxfX,ST36,Zusanli,,"Major point for digestion, immunity, and longevity. Regulates Qi and Blood. Command point of abdomen.","נקודה מרכזית לעיכול, חיסון ואריכות ימים. מווסתת צ'י ודם. נקודת פיקוד על הבטן.",,"פעולות:
מסדירה ומחזקת את הטחול כדי לייצר דם ולהיפטר מעודפי נוזלים, לחות או מזון תקוע.
 מאזנת ומניעה את אנרגיית הקיבה (מפזרת אש של הקיבה).
 מחזקת את אנרגיית הטחול והקיבה.
 מחזקת את האנרגיה הכללית (במיוחד Yin והדם).
 מפיצה את אנרגית הכבד ומטיבה עם כיס המרה.
 מרגיעה את הנפש.
 מחזקת ומסדירה Qi ודם.
 מפזרת חום של ששת אברי ה-Yang ומורידה חום גבוה.
 מפזרת לחות ורוח מארבעת הגפיים.
 מחזקת את זרימת האנרגיה של איברים שנפגעו.
 מוציאה Qi ודם, לחות וחום.
 מחזקת Yang של הכליות.
 מחזקת Yang של הלב.
 מפזרת חסימות בחלק העליון של הגוף.
אינדיקציות:
בעיות עיכול (נשימה, אכילה, לחץ דם גבוה, שלשול, עצירות).
 איזון והסדרת המטבוליזם האמצעי.",0.14,0.48,0.12,Medium,https://drive.google.com/file/d/1saheXjxEd5_280qcjyv8iJegIo_Lcg_c/view?usp=sharing,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FpZnFLA5D3GnJDvYQTxfX%2F1774541320912_ST%2036%20%E2%80%93%20ZuSanLi.pdf?alt=media&token=810a7f4d-0606-4726-85d3-950ce3294f5d,active
sYV0DyAKHWdGWT1joXi8,BL 52,ZhiShi ,ZhiShi ,"מחזקת כליות, Jing ורצון, מסדירה שתן, מחזקת גב תחתון. מחזקת את כוח הרצון והחיוניות העמוקה ",,"אופי: הנקודה המקבילה לנקודת השפעה על הכליות
פעולה:
מרגיעה ומשפיעה על האנרגיה הרוחנית של הכליות.
מחזקת את Yin הכליות ומעוררת Jing.
מגבירה מתן שתן ומפזרת לחות.
מחזקת גב תחתון ומשפיעה על איברי המין.
מעודדת זרימה במעברי המים.
מחזקת את כח הרצון.
אינדיקציות: קרי לילה, אימפוטנציה, קושי במתן שתן, בצקת, נוקשות וכאב בגב, חולשה ושיתוק בגפיים תחתונות.
",,,,,Low,https://drive.google.com/file/d/185LMMCJJcXZtHeGHNRBTvIwwRUDZqoiO/view?usp=drive_link,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FsYV0DyAKHWdGWT1joXi8%2F1774720006122_BL52%20(1).pdf?alt=media&token=37bf11bd-3a69-446b-91a6-7e13e3f1ef36,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FsYV0DyAKHWdGWT1joXi8%2F1774717788843_BL%2052%20.pdf?alt=media&token=533bd755-c9c4-4ce5-bdb5-135b0243ecb7,active
t1sdrDW1gi2f4g12URQd,GB20,,FengChi,,"כאבי ראש, סחרחורת, נוקשות וכאב בצוואר, עיניים אדומות וכואבות, גודש באף, מחלות חום, הצטננות, אפילפסיה.",,"אופי:  נקודת מפגש עם ה-TW, Yang Qiao Mo, Yang Wei Mo.
פעולה
מפיצה רוח קרה או חמה פנימית או חיצונית – נקודה עיקרית לביטול רוח פנימית וחיצונית בראש.
מטהרת חום ומרגיעה ומווסתת את ה-Yang של ה-Yang.
משקיטה את הכבד ומווסתת את הכבד.
מקטינה לחץ דם, מנקה אש של כיס המרה.
מטיבה עם העיניים והשמיעה, באף ופה.
מפחיתה כאב ומתח בצוואר, בכתפיים ובגב.
מעוררת את המוח ומאירה את המחשבה, להקלה על המחשבה.
בונה ומווסתת את ה-Qi ודם.
היבטים מערביים
כאבי ראש, סחרחורת, נוקשות וכאב בצוואר, עיניים אדומות וכואבות, גודש באף, מחלות חום, הצטננות, אפילפסיה.
",,,,Medium,https://drive.google.com/file/d/1S99bOcNvSY4dZtqKVttykdlw6has7HQo/view?usp=drive_link,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2Ft1sdrDW1gi2f4g12URQd%2F1774687664372_GB%2020.pdf?alt=media&token=62f2d589-2a12-49f9-96cb-23ab9ce19a32,active
tEqepq4NrXDkNgteakAj,ST34,Liangqiu,,Xi-Cleft point of the Stomach. Treats acute knee pain and gastric pain.,נקודת הצטברות (Xi-Cleft) של הקיבה. מטפלת בכאבי ברכיים אקוטיים ובכאב קיבה.,,,,,,,,,,active
tRct8GtJJgoEeOTkMh4f,LI12,Zhouliao,,Expels wind and treats pain in the shoulder and arm.,מסלקת רוח ומטפלת בכאב בכתף ובזרוע.,,,,,,,,,,active
ueUAz6QlIWHoHxLaJyWW,ST33,Yinshi,,Treats local knee pain and leg weakness.,מטפלת בכאבי ברכיים מקומיים וחולשת רגליים.,,,,,,,,,,active
uqy34E3CSvcI6vENNLgA,ST3,Juliao,,Reduces facial swelling and relieves sinus congestion.,מפחיתה נפיחות בפנים ומשחררת גודש בסינוסים.,,,,,,,,,,active
vEfIHSwV1E4qTdh695yv,LI2,Erjian,,"Ying-Spring point. Treats ear problems, scapula pain, and local hand issues.","נקודת מעיין (Ying-Spring). מטפלת בבעיות אוזניים, כאבי שכמות ובעיות ידיים מקומיות.",,,,,,,,,,active
vMeBGoeElwc43f0zZ5GC,LI4,Hegu,,"Yuan-Source point. Treats nasal obstruction, jaundice, and local wrist issues.","כאבי ראש, חום, עיניים אדומות, אלרגיות, שיתוק פנים, השפעת כאבים.",,"אופי: נקודת מקור / נקודה ראשת-שליטת על הפנים והפה.
פעולה:
מפזרת רוח קרה וחמה.
 מפעילה את תפקוד הפיזור של הריאות, מפיצה Qi ומחזקת את הריאות.
 מסדירה Qi של המעיים, ומפזרת חום של המעיים.
 מעוררת את המחזור ועוזרת לעורר צירי לידה.
 מניעה את מרידיאני הפנים, פותחת ומנקה חום מהפתחים-עין, אף, אוזן.
 מרגיעה את הנפש ומשככת כאבים.
היבטים מערביים: כאבי ראש, חום, עיניים אדומות, אלרגיות, שיתוק פנים, השפעת כאבים.",0.42,0.82,0.08,High,https://drive.google.com/file/d/1WdzaB_LUVXKl00yHzVLB6AE44mSxydyC/view?usp=drive_link,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FLI4%2F1772356618018_English%20point%20document.pdf?alt=media&token=c8ca173a-56ad-4707-a6cf-d804857103d4,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FvMeBGoeElwc43f0zZ5GC%2F1774642585269_LI%204.pdf?alt=media&token=d75dea99-d27d-46d8-95d4-7536a7d9c075,active
w4mueRGU4Ge8pFgauHf4,LU2,Yunmen,,"Indicated for chest pain, palpitations, and local arm pain.","מיועדת לכאבי חזה, דפיקות לב וכאב מקומי בזרוע.",,,,,,,,,,active
w7KaqwegmDCqakrgPl6g,ST2,Sibai,,Eliminates wind and clears vision. Used for facial paralysis.,מסלקת רוח ומנקה את הראייה. משמשת לשיתוק פנים.,,,,,,,,,,active
xXLjHmystiqfObdTmOvf,SP6,Sanyinjiao,,Three Yin Intersection: Hormonal balance. Inner ankle.,"מניעה דם, מסדירה עיכול, מרגיעה נפש, איזון הורמונלי ,הרגעה נפשית ושיפור שינה",,"נקודה SP6 נחשבת לאחת הנקודות החזקות והמרכזיות ביותר ברפואה הסינית, בשל היותה נקודת מפגש של שלושת מרידיאני ה־Yin ברגל (טחול, כבד, כליות).

היעילות שלה מתבטאת ביכולת רחבה מאוד:

ויסות מערכת העיכול והמטבוליזם
איזון הורמונלי וטיפול במצבים גינקולוגיים
חיזוק דם ו־Yin
הרגעה נפשית ושיפור שינה
הפחתת לחות, בצקות ודלקות
שיפור זרימת דם ו־Qi

נחשבת לנקודה רב־מערכתית, עמוקה, ומשמשת הן למצבים כרוניים והן למצבים פונקציונליים מורכבים.",0.05,0.18,0.02,Medium,https://drive.google.com/file/d/1lErqC81X2C9XZ6ji1jM5codtBs2CE9Px/view?usp=drive_link,,https://firebasestorage.googleapis.com/v0/b/apitherapyv2.firebasestorage.app/o/Points%2FxXLjHmystiqfObdTmOvf%2F1774544542323_SP%206%20.pdf?alt=media&token=2b28299e-6e27-4aa7-92e2-39fd50e2a3d3,active
xmaOHWu4M8ayISSe48oa,CV24,Chengjiang,,"Used for facial paralysis (Bell's palsy), dental pain, and dry mouth.","משמשת לשיתוק פנים (Bell's palsy), כאבי שיניים ויובש בפה.",,,,,,,,,,active
